zip_code,median_age,total_population,median_household_income,bachelors_degree,masters_degree,below_poverty,unemployed,uninsured_adults,with_disability,no_vehicle_households,zip_cd,facility_count,facility_density,is_desert
75482,39.8,25724.0,63312.0,2655.0,1026.0,3485.0,647.0,895.0,25201.0,441.0,75482,14.0,0.5442388431037164,0
75486,47.5,2569.0,89750.0,172.0,55.0,392.0,28.0,78.0,2569.0,30.0,,0.0,0.0,1
75487,40.2,1398.0,35729.0,126.0,52.0,400.0,25.0,37.0,1398.0,41.0,,0.0,0.0,1
75488,31.2,919.0,62303.0,100.0,10.0,270.0,7.0,42.0,919.0,11.0,,0.0,0.0,1
75489,46.1,832.0,77273.0,96.0,28.0,38.0,2.0,2.0,832.0,2.0,,0.0,0.0,1
75490,42.6,2775.0,83516.0,204.0,113.0,243.0,24.0,31.0,2775.0,13.0,,0.0,0.0,1
75491,43.4,5094.0,73988.0,668.0,185.0,598.0,137.0,78.0,5078.0,90.0,75491,1.0,0.19630938358853553,0
75492,45.8,342.0,106806.0,23.0,16.0,14.0,6.0,17.0,342.0,11.0,,0.0,0.0,1
75493,21.3,699.0,55625.0,15.0,2.0,243.0,22.0,16.0,699.0,149.0,,0.0,0.0,1
75494,42.7,11167.0,65955.0,1208.0,372.0,1166.0,178.0,475.0,10475.0,76.0,75494,3.0,0.26864869705381933,0
75495,38.3,9658.0,89781.0,1333.0,390.0,717.0,49.0,578.0,9602.0,25.0,75495,5.0,0.5177055290950506,0
75496,44.1,3462.0,71250.0,348.0,187.0,284.0,42.0,178.0,3462.0,66.0,75496,1.0,0.28885037550548814,0
75497,59.2,3896.0,57368.0,595.0,155.0,455.0,15.0,25.0,3896.0,47.0,,0.0,0.0,1
75501,38.3,34183.0,44064.0,2403.0,783.0,8420.0,613.0,746.0,31963.0,1173.0,75501,6.0,0.17552584618085013,0
75503,37.9,27675.0,68977.0,3875.0,1708.0,2604.0,510.0,709.0,27138.0,505.0,75503,35.0,1.2646793134598011,0
75550,54.0,615.0,70192.0,47.0,7.0,108.0,38.0,5.0,615.0,4.0,,0.0,0.0,1
75551,39.6,10917.0,63929.0,1067.0,336.0,1819.0,283.0,222.0,10764.0,298.0,75551,8.0,0.7328020518457452,0
75554,43.5,2447.0,44630.0,174.0,103.0,308.0,3.0,99.0,2447.0,16.0,,0.0,0.0,1
75555,53.5,1534.0,50579.0,133.0,54.0,226.0,59.0,36.0,1534.0,66.0,,0.0,0.0,1
75556,37.4,1297.0,73214.0,92.0,32.0,349.0,34.0,263.0,1292.0,21.0,,0.0,0.0,1
75558,43.8,2043.0,90244.0,76.0,5.0,146.0,226.0,66.0,2043.0,18.0,,0.0,0.0,1
75559,47.2,5455.0,52983.0,347.0,232.0,957.0,95.0,189.0,5379.0,120.0,75559,1.0,0.18331805682859761,0
75560,37.2,1033.0,51394.0,85.0,61.0,154.0,1.0,58.0,1033.0,46.0,,0.0,0.0,1
75561,39.6,4901.0,55288.0,484.0,182.0,626.0,85.0,36.0,4901.0,53.0,,0.0,0.0,1
75563,51.1,3920.0,50108.0,322.0,109.0,789.0,155.0,61.0,3806.0,123.0,75563,3.0,0.7653061224489796,0
75565,13.5,218.0,19107.0,703.0,259.0,191.0,226.0,34.0,218.0,149.0,,0.0,0.0,1
75566,50.2,678.0,62159.0,32.0,8.0,24.0,17.0,3.0,678.0,149.0,,0.0,0.0,1
75567,45.7,3863.0,59069.0,368.0,193.0,555.0,13.0,256.0,3852.0,27.0,,0.0,0.0,1
75568,43.7,2494.0,50134.0,128.0,15.0,251.0,86.0,15.0,2454.0,98.0,,0.0,0.0,1
75569,28.0,3456.0,41850.0,102.0,172.0,694.0,52.0,263.0,3456.0,6.0,75569,1.0,0.28935185185185186,0
75570,37.4,11197.0,64304.0,1064.0,449.0,1165.0,209.0,100.0,8416.0,251.0,75570,2.0,0.17861927301955882,0
75571,42.8,2618.0,51450.0,101.0,177.0,364.0,79.0,38.0,2591.0,45.0,75571,2.0,0.7639419404125286,0
75572,43.5,3162.0,41600.0,283.0,37.0,612.0,126.0,107.0,3162.0,33.0,,0.0,0.0,1
75573,32.2,194.0,64792.0,2.0,259.0,965.0,226.0,45.0,194.0,149.0,,0.0,0.0,1
75574,49.0,1402.0,70801.0,150.0,80.0,129.0,226.0,11.0,1402.0,149.0,,0.0,0.0,1
75601,36.6,15470.0,60634.0,1784.0,700.0,2175.0,186.0,742.0,14416.0,377.0,75601,18.0,1.1635423400129283,0
75602,33.7,21343.0,54656.0,1386.0,387.0,4265.0,581.0,1154.0,21343.0,385.0,75602,1.0,0.046853769385747084,0
75603,39.7,6341.0,58750.0,666.0,276.0,1003.0,130.0,166.0,6316.0,15.0,,0.0,0.0,1
75604,33.9,31361.0,66109.0,2924.0,1091.0,4872.0,634.0,606.0,31280.0,581.0,75604,13.0,0.41452759797200345,0
75605,39.1,33614.0,73582.0,4634.0,1586.0,3973.0,445.0,707.0,32874.0,815.0,75605,28.0,0.8329862557267805,0
75630,52.0,2622.0,38750.0,257.0,66.0,601.0,35.0,95.0,2622.0,38.0,75630,1.0,0.38138825324180015,0
75631,38.8,2738.0,80703.0,216.0,100.0,279.0,53.0,89.0,2738.0,52.0,,0.0,0.0,1
75633,38.1,13055.0,62244.0,1279.0,280.0,1718.0,161.0,489.0,12804.0,88.0,75633,6.0,0.4595940252776714,0
75638,43.0,5041.0,53409.0,378.0,167.0,1001.0,137.0,67.0,4954.0,117.0,75638,1.0,0.19837333862328904,0
75639,46.5,2256.0,32727.0,32.0,65.0,317.0,62.0,115.0,2256.0,68.0,,0.0,0.0,1
75640,36.0,5720.0,80833.0,352.0,415.0,469.0,127.0,46.0,5720.0,74.0,,0.0,0.0,1
75641,45.8,101.0,42500.0,703.0,259.0,8.0,226.0,3.0,101.0,2.0,,0.0,0.0,1
75643,42.2,2216.0,55000.0,170.0,34.0,283.0,16.0,37.0,2216.0,19.0,,0.0,0.0,1
75644,40.1,12902.0,54579.0,1134.0,335.0,1846.0,320.0,343.0,12585.0,269.0,75644,6.0,0.46504417919702373,0
75645,44.4,10180.0,70315.0,982.0,209.0,1469.0,172.0,389.0,10180.0,28.0,75645,1.0,0.09823182711198428,0
75647,35.8,13026.0,53016.0,896.0,260.0,2434.0,288.0,273.0,12796.0,315.0,75647,6.0,0.460617227084293,0
75650,35.5,9921.0,84531.0,1447.0,475.0,544.0,95.0,366.0,9921.0,90.0,,0.0,0.0,1
75651,44.4,2197.0,65030.0,172.0,59.0,424.0,45.0,4.0,2197.0,44.0,,0.0,0.0,1
75652,39.4,13704.0,65905.0,1001.0,414.0,1227.0,352.0,137.0,9672.0,163.0,75652,9.0,0.6567425569176882,0
75654,39.3,12817.0,58839.0,976.0,728.0,1442.0,324.0,668.0,12704.0,182.0,75654,3.0,0.2340641335725989,0
75656,40.5,4580.0,51676.0,329.0,52.0,633.0,36.0,122.0,4491.0,77.0,75656,3.0,0.6550218340611353,0
75657,53.3,6771.0,48848.0,705.0,157.0,1004.0,392.0,32.0,6668.0,164.0,75657,2.0,0.2953773445576724,0
75661,49.5,2734.0,56600.0,239.0,25.0,319.0,26.0,89.0,2734.0,109.0,,0.0,0.0,1
75662,38.2,24640.0,64717.0,1989.0,706.0,3653.0,370.0,1203.0,24256.0,233.0,75662,8.0,0.3246753246753247,0
75667,44.4,1329.0,68309.0,61.0,24.0,150.0,66.0,263.0,1329.0,10.0,,0.0,0.0,1
75668,35.9,2471.0,48214.0,39.0,24.0,303.0,103.0,26.0,2471.0,38.0,,0.0,0.0,1
75669,35.8,1041.0,81155.0,51.0,6.0,168.0,226.0,86.0,1041.0,10.0,,0.0,0.0,1
75670,32.4,18466.0,37106.0,1030.0,513.0,5112.0,782.0,650.0,17981.0,766.0,75670,11.0,0.595689375067692,0
75672,40.9,16637.0,68853.0,1821.0,730.0,2221.0,436.0,405.0,16429.0,359.0,75672,2.0,0.12021398088597704,0
75681,44.7,2593.0,58125.0,230.0,86.0,414.0,52.0,15.0,2593.0,40.0,,0.0,0.0,1
75682,53.3,664.0,53125.0,64.0,18.0,19.0,3.0,13.0,664.0,3.0,,0.0,0.0,1
75683,42.8,3810.0,43531.0,332.0,13.0,778.0,49.0,121.0,3810.0,87.0,,0.0,0.0,1
75684,31.2,8030.0,51629.0,521.0,133.0,1205.0,178.0,182.0,7435.0,91.0,75684,1.0,0.12453300124533001,0
75686,38.9,13180.0,55327.0,1148.0,420.0,2993.0,365.0,677.0,13124.0,217.0,75686,3.0,0.22761760242792112,0
75689,26.6,201.0,95724.0,703.0,259.0,16.0,23.0,263.0,201.0,149.0,,0.0,0.0,1
75691,37.5,4547.0,81667.0,323.0,123.0,772.0,88.0,36.0,4547.0,24.0,,0.0,0.0,1
75692,48.9,4830.0,60705.0,442.0,129.0,697.0,178.0,101.0,4830.0,122.0,75692,1.0,0.2070393374741201,0
75693,35.9,6128.0,92938.0,726.0,196.0,687.0,143.0,244.0,6082.0,3.0,,0.0,0.0,1
75701,34.6,34822.0,59107.0,4560.0,1261.0,5218.0,901.0,702.0,34222.0,656.0,75701,43.0,1.2348515306415484,0
75702,31.1,27775.0,48485.0,715.0,281.0,5396.0,909.0,1709.0,26573.0,751.0,75702,10.0,0.36003600360036003,0
75703,37.7,43682.0,77858.0,8375.0,2379.0,3824.0,1094.0,748.0,43238.0,663.0,75703,28.0,0.6409962913785998,0
75704,42.0,9284.0,55967.0,911.0,301.0,1220.0,56.0,338.0,9175.0,31.0,75704,9.0,0.969409737182249,0
75705,40.3,2348.0,70850.0,187.0,59.0,297.0,128.0,185.0,2348.0,128.0,75705,1.0,0.42589437819420783,0
75706,33.3,11334.0,63477.0,502.0,199.0,2154.0,293.0,254.0,11239.0,150.0,,0.0,0.0,1
75707,42.3,15724.0,79764.0,2333.0,992.0,1215.0,285.0,461.0,15684.0,86.0,75707,3.0,0.1907911472907657,0
75708,31.1,10155.0,79864.0,148.0,232.0,962.0,246.0,405.0,10099.0,147.0,75708,1.0,0.09847365829640571,0
75709,44.9,5031.0,71013.0,814.0,320.0,460.0,30.0,407.0,5031.0,132.0,,0.0,0.0,1
75750,48.1,3291.0,70109.0,276.0,122.0,343.0,65.0,18.0,3291.0,92.0,,0.0,0.0,1
75751,37.2,17989.0,59399.0,1362.0,587.0,2662.0,249.0,958.0,17172.0,769.0,75751,13.0,0.7226638501306354,0
75752,43.4,7573.0,62135.0,810.0,450.0,553.0,94.0,390.0,7573.0,101.0,75752,2.0,0.26409613099168094,0
75754,48.5,7460.0,87846.0,692.0,266.0,443.0,99.0,257.0,7453.0,149.0,75754,1.0,0.13404825737265416,0
75755,41.3,4982.0,52913.0,285.0,59.0,1029.0,78.0,323.0,4982.0,88.0,,0.0,0.0,1
75756,40.4,4299.0,79688.0,377.0,267.0,422.0,84.0,193.0,4299.0,19.0,,0.0,0.0,1
75757,39.9,13430.0,79070.0,1876.0,817.0,1044.0,226.0,691.0,13430.0,52.0,75757,1.0,0.0744601638123604,0
75758,48.6,9131.0,59727.0,1040.0,246.0,1136.0,221.0,294.0,9051.0,46.0,75758,2.0,0.2190340597962983,0
75759,37.8,139.0,25156.0,703.0,259.0,59.0,1.0,17.0,139.0,8.0,,0.0,0.0,1
75760,55.0,2204.0,67294.0,205.0,204.0,277.0,23.0,92.0,2204.0,77.0,,0.0,0.0,1
75762,42.0,14459.0,78520.0,2474.0,1185.0,963.0,175.0,302.0,14459.0,67.0,,0.0,0.0,1
75763,44.2,6336.0,65022.0,564.0,291.0,814.0,149.0,358.0,6299.0,66.0,75763,1.0,0.15782828282828285,0
75764,27.3,158.0,73021.0,9.0,259.0,3.0,226.0,9.0,158.0,3.0,,0.0,0.0,1
75765,50.7,7944.0,56477.0,943.0,591.0,756.0,266.0,88.0,7944.0,147.0,,0.0,0.0,1
75766,34.6,26128.0,50279.0,1821.0,786.0,4936.0,738.0,1084.0,25809.0,729.0,75766,13.0,0.49755052051439075,0
75770,49.7,2557.0,98178.0,265.0,70.0,112.0,30.0,91.0,2557.0,29.0,,0.0,0.0,1
75771,41.7,21408.0,83516.0,2453.0,985.0,1805.0,307.0,724.0,21284.0,162.0,75771,6.0,0.2802690582959641,0
75773,44.2,14227.0,57854.0,941.0,596.0,2098.0,445.0,173.0,14076.0,438.0,75773,4.0,0.28115554930765446,0
75778,41.7,2471.0,43812.0,251.0,64.0,208.0,15.0,5.0,2471.0,33.0,,0.0,0.0,1
75780,27.9,404.0,64375.0,10.0,14.0,12.0,18.0,16.0,404.0,149.0,,0.0,0.0,1
75783,47.9,7854.0,62410.0,622.0,371.0,1125.0,148.0,247.0,7641.0,176.0,75783,2.0,0.25464731347084285,0
75784,45.8,794.0,58750.0,58.0,53.0,66.0,87.0,41.0,794.0,1.0,,0.0,0.0,1
75785,41.1,10906.0,61815.0,704.0,174.0,1002.0,239.0,140.0,8172.0,206.0,75785,5.0,0.4584632312488538,0
75789,38.7,7898.0,79112.0,699.0,327.0,1441.0,235.0,213.0,7898.0,102.0,75789,1.0,0.12661433274246645,0
75790,38.2,3777.0,61218.0,381.0,189.0,733.0,63.0,149.0,3767.0,31.0,75790,1.0,0.2647603918453799,0
75791,36.9,14685.0,72203.0,1868.0,587.0,1942.0,380.0,116.0,14622.0,185.0,75791,2.0,0.13619339462036092,0
75792,42.1,3558.0,52153.0,243.0,41.0,990.0,66.0,61.0,3558.0,44.0,,0.0,0.0,1
75801,34.6,16549.0,46706.0,1641.0,303.0,2607.0,400.0,633.0,16335.0,501.0,75801,21.0,1.2689588494773099,0
75803,41.2,21702.0,57654.0,930.0,462.0,2706.0,140.0,311.0,15999.0,507.0,75803,1.0,0.046078702423739744,0
75831,41.2,5152.0,47358.0,209.0,98.0,867.0,141.0,265.0,5144.0,57.0,75831,1.0,0.19409937888198756,0
75833,46.8,2764.0,62378.0,238.0,91.0,199.0,24.0,123.0,2700.0,31.0,75833,1.0,0.361794500723589,0
75835,46.2,11470.0,48706.0,993.0,230.0,2476.0,219.0,278.0,11064.0,470.0,75835,8.0,0.6974716652136007,0
75838,59.9,304.0,37386.0,40.0,259.0,8.0,226.0,10.0,304.0,149.0,,0.0,0.0,1
75839,36.6,6189.0,63412.0,490.0,127.0,926.0,83.0,148.0,6112.0,27.0,75839,2.0,0.3231539828728389,0
75840,39.7,6428.0,53368.0,551.0,201.0,1012.0,192.0,49.0,6219.0,69.0,75840,3.0,0.46670815183571873,0
75844,43.4,4922.0,50294.0,462.0,225.0,473.0,136.0,96.0,4922.0,61.0,,0.0,0.0,1
75845,47.9,2262.0,54850.0,229.0,36.0,325.0,59.0,3.0,2189.0,136.0,75845,1.0,0.44208664898320066,0
75846,38.7,2609.0,57482.0,248.0,98.0,349.0,58.0,89.0,2609.0,20.0,,0.0,0.0,1
75847,38.8,1634.0,52969.0,131.0,55.0,160.0,226.0,45.0,1634.0,38.0,75847,1.0,0.6119951040391677,0
75849,39.5,125.0,43125.0,13.0,6.0,26.0,6.0,263.0,123.0,149.0,,0.0,0.0,1
75851,43.1,4513.0,61310.0,174.0,89.0,265.0,27.0,47.0,2012.0,12.0,,0.0,0.0,1
75852,35.1,3173.0,52768.0,250.0,32.0,227.0,78.0,20.0,1121.0,30.0,,0.0,0.0,1
75853,34.3,1042.0,68750.0,145.0,52.0,44.0,47.0,263.0,1042.0,149.0,,0.0,0.0,1
75855,57.7,2657.0,39337.0,271.0,72.0,442.0,15.0,21.0,2638.0,49.0,,0.0,0.0,1
75856,22.6,211.0,145096.0,61.0,259.0,20.0,226.0,263.0,211.0,149.0,,0.0,0.0,1
75858,67.2,60.0,56591.0,703.0,259.0,965.0,226.0,263.0,60.0,149.0,,0.0,0.0,1
75859,57.2,2607.0,59698.0,423.0,133.0,194.0,3.0,41.0,2607.0,28.0,,0.0,0.0,1
75860,37.7,6305.0,60995.0,385.0,106.0,742.0,38.0,145.0,5141.0,69.0,75860,3.0,0.47581284694686754,0
75861,44.1,1438.0,75528.0,137.0,12.0,174.0,6.0,263.0,1438.0,37.0,,0.0,0.0,1
75862,51.7,10017.0,47377.0,785.0,244.0,1441.0,282.0,355.0,9937.0,430.0,75862,2.0,0.1996605770190676,0
75901,34.3,28257.0,59350.0,2468.0,1046.0,4219.0,810.0,1237.0,27788.0,442.0,75901,18.0,0.6370102983331564,0
75903,56.2,136.0,28554.0,703.0,259.0,965.0,226.0,263.0,136.0,149.0,,0.0,0.0,1
75904,37.0,34191.0,59444.0,2561.0,1502.0,5277.0,1129.0,882.0,33812.0,970.0,75904,31.0,0.9066713462607119,0
75925,37.9,3217.0,41328.0,186.0,52.0,562.0,42.0,118.0,3179.0,109.0,,0.0,0.0,1
75926,41.5,1301.0,58375.0,78.0,27.0,202.0,37.0,18.0,1301.0,18.0,,0.0,0.0,1
75928,54.1,987.0,23718.0,703.0,259.0,338.0,109.0,21.0,987.0,40.0,,0.0,0.0,1
75929,58.0,1358.0,63454.0,50.0,16.0,277.0,98.0,5.0,1358.0,8.0,,0.0,0.0,1
75930,45.2,1972.0,53472.0,127.0,26.0,371.0,50.0,122.0,1972.0,5.0,,0.0,0.0,1
75931,54.7,2053.0,54931.0,265.0,67.0,204.0,29.0,101.0,2053.0,64.0,,0.0,0.0,1
75932,50.9,1393.0,55804.0,34.0,22.0,327.0,20.0,5.0,1393.0,47.0,,0.0,0.0,1
75935,39.3,12073.0,52569.0,704.0,266.0,2632.0,211.0,592.0,11913.0,161.0,75935,5.0,0.41414727076948565,0
75936,48.0,951.0,65000.0,58.0,37.0,103.0,63.0,10.0,951.0,9.0,75936,2.0,1.6989963870320643,0
75937,40.8,1303.0,80262.0,150.0,23.0,174.0,37.0,70.0,1303.0,2.0,,0.0,0.0,1
75938,45.6,2306.0,47609.0,210.0,54.0,400.0,48.0,23.0,2305.0,81.0,,0.0,0.0,1
75939,42.4,5415.0,45339.0,253.0,116.0,903.0,535.0,98.0,5349.0,85.0,75939,1.0,0.18467220683287164,0
75941,40.0,8666.0,56083.0,681.0,257.0,1553.0,189.0,309.0,7612.0,181.0,75941,2.0,0.23078698361412417,0
75943,42.1,1372.0,71500.0,204.0,112.0,159.0,2.0,29.0,1372.0,26.0,,0.0,0.0,1
75944,58.3,852.0,34667.0,67.0,47.0,224.0,46.0,263.0,852.0,5.0,,0.0,0.0,1
75946,42.0,3943.0,58125.0,456.0,122.0,442.0,95.0,282.0,3844.0,155.0,75946,1.0,0.25361399949277197,0
75948,58.1,5307.0,46157.0,444.0,381.0,849.0,160.0,71.0,5209.0,63.0,75948,5.0,0.9421518748822311,0
75949,42.1,8472.0,49577.0,539.0,132.0,1241.0,166.0,231.0,8393.0,110.0,75949,1.0,0.11803588290840417,0
75951,41.9,15148.0,44141.0,1043.0,344.0,4006.0,748.0,254.0,14316.0,441.0,75951,15.0,0.9902297332981251,0
75954,44.8,2719.0,44750.0,189.0,65.0,737.0,24.0,67.0,2719.0,144.0,,0.0,0.0,1
75956,43.8,7374.0,48125.0,183.0,226.0,1581.0,404.0,338.0,7291.0,173.0,75956,3.0,0.4068348250610252,0
75959,36.3,974.0,58542.0,71.0,25.0,103.0,15.0,22.0,974.0,149.0,,0.0,0.0,1
75960,35.9,785.0,70156.0,20.0,259.0,13.0,7.0,263.0,785.0,149.0,,0.0,0.0,1
75961,31.6,15081.0,38547.0,1141.0,404.0,4370.0,526.0,292.0,15035.0,361.0,75961,14.0,0.9283204031562894,0
75964,34.1,20623.0,55039.0,1259.0,558.0,4138.0,620.0,577.0,20205.0,515.0,75964,6.0,0.2909373030112011,0
75965,29.7,17410.0,52073.0,2662.0,984.0,3639.0,437.0,193.0,17169.0,456.0,75965,9.0,0.5169442848937392,0
75966,41.1,4788.0,38156.0,141.0,48.0,1187.0,284.0,425.0,4636.0,102.0,75966,3.0,0.6265664160401002,0
75968,39.6,2128.0,43472.0,72.0,76.0,636.0,78.0,78.0,2120.0,132.0,75968,1.0,0.4699248120300752,0
75969,47.8,4597.0,67471.0,357.0,109.0,658.0,226.0,123.0,4595.0,14.0,,0.0,0.0,1
75972,48.1,6081.0,42272.0,406.0,208.0,1621.0,191.0,237.0,5854.0,349.0,75972,5.0,0.82223318533136,0
75973,41.0,2934.0,52037.0,259.0,84.0,749.0,112.0,69.0,2934.0,25.0,,0.0,0.0,1
75974,38.1,2726.0,41875.0,195.0,25.0,812.0,20.0,259.0,2726.0,92.0,,0.0,0.0,1
75975,34.5,4441.0,58318.0,213.0,74.0,1009.0,54.0,96.0,4441.0,150.0,,0.0,0.0,1
75976,30.4,1225.0,62417.0,40.0,68.0,374.0,21.0,263.0,1172.0,14.0,75976,1.0,0.8163265306122449,0
75977,42.2,461.0,22273.0,5.0,259.0,151.0,15.0,6.0,461.0,25.0,,0.0,0.0,1
75979,40.4,11473.0,43822.0,564.0,272.0,2225.0,505.0,348.0,9344.0,269.0,75979,8.0,0.6972892878933148,0
75980,45.8,2522.0,40648.0,100.0,11.0,628.0,71.0,116.0,2522.0,39.0,,0.0,0.0,1
76001,34.3,38010.0,101311.0,7108.0,2379.0,3404.0,932.0,1025.0,37849.0,164.0,76001,7.0,0.1841620626151013,0
76002,32.7,33076.0,102369.0,4860.0,1861.0,2334.0,1433.0,756.0,32902.0,175.0,76002,10.0,0.30233401862377557,0
76005,36.7,4899.0,191250.0,1285.0,720.0,125.0,80.0,70.0,4899.0,8.0,,0.0,0.0,1
76006,32.9,24072.0,56312.0,3812.0,1692.0,2101.0,865.0,311.0,24061.0,420.0,76006,25.0,1.0385510136257892,0
76008,36.6,23084.0,154054.0,5420.0,2584.0,644.0,263.0,585.0,23033.0,71.0,76008,2.0,0.08664009703690868,0
76009,37.1,19879.0,71996.0,1266.0,487.0,2917.0,252.0,463.0,19661.0,272.0,76009,2.0,0.10060868252930227,0
76010,27.5,57197.0,42571.0,2514.0,856.0,13569.0,1891.0,3883.0,57120.0,1296.0,76010,8.0,0.13986747556690038,0
76011,30.8,22529.0,50200.0,2619.0,1142.0,4262.0,725.0,1242.0,22273.0,801.0,76011,26.0,1.154068090017311,0
76012,41.1,27769.0,80972.0,5156.0,2256.0,4221.0,305.0,851.0,27374.0,666.0,76012,12.0,0.4321365551514279,0
76013,31.5,35535.0,64585.0,6096.0,2526.0,5538.0,1122.0,766.0,35475.0,859.0,76013,23.0,0.6472491909385113,0
76014,31.8,32805.0,60894.0,2631.0,694.0,5145.0,968.0,1365.0,32576.0,445.0,76014,7.0,0.2133821063862216,0
76015,32.1,17474.0,69805.0,2358.0,843.0,2223.0,534.0,826.0,17380.0,373.0,76015,14.0,0.8011903399336157,0
76016,42.0,31079.0,103605.0,5953.0,2175.0,1714.0,999.0,575.0,30944.0,354.0,76016,9.0,0.2895846069693362,0
76017,38.0,46361.0,89930.0,7306.0,2743.0,3768.0,1373.0,1219.0,46342.0,372.0,76017,16.0,0.3451176635534178,0
76018,31.0,27827.0,83815.0,2882.0,1443.0,2104.0,798.0,1020.0,27827.0,195.0,76018,13.0,0.4671721709131419,0
76020,40.0,32937.0,87923.0,3519.0,1132.0,3188.0,616.0,445.0,32730.0,283.0,76020,9.0,0.2732489297750251,0
76021,38.9,34858.0,84539.0,7791.0,2826.0,2590.0,981.0,478.0,34606.0,794.0,76021,14.0,0.4016294681278329,0
76022,37.1,14632.0,70286.0,1938.0,490.0,712.0,252.0,359.0,14467.0,272.0,76022,9.0,0.6150902132312739,0
76023,40.9,7227.0,83750.0,798.0,127.0,755.0,70.0,258.0,7227.0,85.0,,0.0,0.0,1
76028,37.5,76343.0,93314.0,10061.0,3931.0,5103.0,1321.0,1713.0,75990.0,678.0,76028,16.0,0.20958044614437474,0
76031,37.3,18108.0,68203.0,1370.0,352.0,2676.0,421.0,1157.0,17600.0,140.0,76031,11.0,0.6074663132317208,0
76033,38.2,27664.0,65488.0,2559.0,735.0,3185.0,289.0,786.0,27319.0,334.0,76033,12.0,0.43377674956622325,0
76034,47.2,25793.0,196034.0,7511.0,3547.0,862.0,491.0,84.0,25778.0,27.0,76034,1.0,0.038770208971426356,0
76035,36.2,3101.0,112983.0,424.0,203.0,326.0,11.0,97.0,3097.0,11.0,,0.0,0.0,1
76036,34.6,30489.0,89393.0,3618.0,1475.0,1822.0,805.0,661.0,30300.0,203.0,76036,5.0,0.16399357145199908,0
76039,34.3,41045.0,80176.0,7850.0,3207.0,3484.0,1379.0,1228.0,41042.0,382.0,76039,1.0,0.024363503471799244,0
76040,33.6,30708.0,65698.0,4234.0,1562.0,2894.0,743.0,1339.0,30606.0,531.0,76040,13.0,0.42334245147844207,0
76041,35.9,772.0,154427.0,77.0,259.0,965.0,11.0,263.0,772.0,149.0,,0.0,0.0,1
76043,43.8,7281.0,75764.0,1219.0,247.0,302.0,176.0,54.0,7104.0,96.0,76043,2.0,0.2746875429199286,0
76044,36.5,7644.0,88795.0,764.0,282.0,473.0,141.0,99.0,7644.0,41.0,76044,2.0,0.26164311878597596,0
76048,45.8,27005.0,61728.0,3547.0,1284.0,3251.0,609.0,770.0,26226.0,447.0,76048,15.0,0.5554526939455656,0
76049,51.6,29301.0,96674.0,5506.0,2011.0,1457.0,963.0,779.0,29301.0,134.0,76049,4.0,0.13651411214634313,0
76050,44.3,7395.0,80858.0,609.0,106.0,458.0,83.0,130.0,7314.0,55.0,76050,2.0,0.2704530087897228,0
76051,39.8,50303.0,106726.0,12462.0,5085.0,2887.0,1596.0,842.0,50051.0,960.0,76051,17.0,0.3379520108144643,0
76052,34.9,27171.0,135348.0,5444.0,2377.0,1013.0,370.0,784.0,27048.0,133.0,,0.0,0.0,1
76053,35.7,31396.0,59985.0,4106.0,1549.0,3870.0,524.0,1069.0,31253.0,506.0,76053,9.0,0.2866607211109695,0
76054,43.9,11886.0,104748.0,2942.0,1041.0,489.0,202.0,467.0,11717.0,45.0,76054,12.0,1.0095911155981827,0
76055,37.5,3566.0,68466.0,148.0,131.0,481.0,34.0,149.0,3463.0,6.0,76055,1.0,0.28042624789680315,0
76058,34.4,21082.0,66777.0,1443.0,436.0,3004.0,348.0,789.0,20972.0,72.0,76058,2.0,0.0948676596148373,0
76059,30.2,5224.0,49703.0,454.0,158.0,713.0,96.0,611.0,5056.0,5.0,76059,2.0,0.38284839203675347,0
76060,42.8,8552.0,112931.0,1278.0,387.0,576.0,227.0,110.0,8500.0,101.0,76060,1.0,0.11693171188026193,0
76063,37.8,80101.0,110303.0,12778.0,5794.0,5272.0,1544.0,2538.0,79563.0,676.0,76063,31.0,0.3870113981098862,0
76064,47.2,1952.0,78523.0,217.0,173.0,126.0,71.0,73.0,1935.0,149.0,,0.0,0.0,1
76065,36.4,42415.0,121063.0,6880.0,2589.0,2280.0,664.0,1337.0,42353.0,145.0,76065,9.0,0.21218908405045386,0
76066,37.6,4923.0,98145.0,429.0,519.0,623.0,168.0,36.0,4921.0,152.0,,0.0,0.0,1
76067,37.0,20582.0,59845.0,1223.0,418.0,3751.0,783.0,989.0,20285.0,378.0,76067,7.0,0.34010300262365173,0
76070,25.4,766.0,130630.0,703.0,19.0,965.0,226.0,96.0,766.0,149.0,,0.0,0.0,1
76071,32.2,4610.0,94318.0,366.0,96.0,922.0,276.0,68.0,4610.0,16.0,,0.0,0.0,1
76073,42.9,6948.0,107759.0,897.0,144.0,333.0,136.0,161.0,6948.0,149.0,,0.0,0.0,1
76078,35.0,9696.0,89794.0,990.0,202.0,854.0,183.0,240.0,9696.0,49.0,,0.0,0.0,1
76082,37.6,23489.0,84506.0,1850.0,428.0,2644.0,607.0,1067.0,23414.0,220.0,76082,1.0,0.042573119332453495,0
76084,33.5,12058.0,85748.0,813.0,413.0,1257.0,213.0,617.0,11019.0,31.0,,0.0,0.0,1
76085,43.6,11695.0,91128.0,1077.0,413.0,1046.0,163.0,144.0,11625.0,42.0,76085,1.0,0.08550662676357418,0
